StockCode,Description,NumberOfOrders,NumberOfCustomers,TotalQty,TotalPrice,AvgUnitPrice
22988,SOLDIERS EGG CUP ,423,423,9025,10805.52999999998,1.1972886426592777
22989,SET 2 PANTRY DESIGN TEA TOWELS,372,372,2791,8934.269999999971,3.2010999641705378
22990,COTTON APRON PANTRY DESIGN,174,174,512,2388.4800000000005,4.665000000000001
22991,GIRAFFE WOODEN RULER,277,277,3175,6422.889999999988,2.0229574803149566
22992,REVOLVER WOODEN RULER ,349,349,4520,9186.43999999997,2.032398230088489
22993,SET OF 4 PANTRY JELLY MOULDS,1075,1075,12604,16422.229999999934,1.3029379562043744
22994,TRAVEL CARD WALLET RETROSPOT,223,223,2167,945.6000000000018,0.43636363636363723
22995,TRAVEL CARD WALLET SUKI,267,267,2340,1041.4200000000008,0.44505128205128236
22996,TRAVEL CARD WALLET VINTAGE TICKET,407,407,4787,2089.0499999999975,0.436400668477125
22997,TRAVEL CARD WALLET UNION JACK,224,224,2517,1083.1699999999992,0.4303416765991256
22998,TRAVEL CARD WALLET KEEP CALM,536,536,12313,5240.559999999985,0.4256119548444721
22999,TRAVEL CARD WALLET VINTAGE LEAF,221,221,2957,1279.0500000000002,0.4325498816367941
23000,TRAVEL CARD WALLET TRANSPORT,281,281,3132,1352.7399999999977,0.43190932311621894
23002,TRAVEL CARD WALLET SKULLS,195,195,2017,871.5300000000017,0.43209221616261856
23003,TRAVEL CARD WALLET VINTAGE ROSE ,53,53,542,226.2,0.41734317343173427
23004,TRAVEL CARD WALLET PANTRY,225,225,1827,829.6600000000022,0.4541105637657374
23005,TRAVEL CARD WALLET I LOVE LONDON,241,241,4782,2147.1299999999983,0.44900250941028824
23006,TRAVEL CARD WALLET FLOWER MEADOW,176,176,1686,732.5100000000009,0.43446619217081905
23007, SPACEBOY BABY GIFT SET,186,186,493,7656.9999999999845,15.531440162271775
23008,DOLLY GIRL BABY GIFT SET,135,135,428,6634.859999999989,15.502009345794367
23009,I LOVE LONDON BABY GIFT SET,102,102,263,4082.519999999995,15.522889733840286
23010,CIRCUS PARADE BABY GIFT SET,113,113,313,4845.699999999992,15.481469648562273
23012,GLASS APOTHECARY BOTTLE PERFUME,249,249,1066,4177.360000000003,3.918724202626645
23013,GLASS APOTHECARY BOTTLE TONIC,224,224,919,3654.41,3.976507072905332
23014,GLASS APOTHECARY BOTTLE ELIXIR,208,208,849,3391.9299999999994,3.9952061248527673
23015,CORDIAL GLASS JUG,21,21,34,288.88,8.496470588235294
23016,GLASS TWIST BON BON JAR,25,25,71,555.3,7.82112676056338
23017,APOTHECARY MEASURING JAR,23,23,66,813.78,12.33
23018,LARGE APOTHECARY MEASURING JAR ,21,21,51,612.1600000000001,12.003137254901963
23019,SMALL APOTHECARY MEASURING JAR ,28,28,81,629.05,7.766049382716049
23020,GLASS  SONGBIRD STORAGE JAR,82,82,174,2118.1900000000005,12.17350574712644
23021,GLASS BONNE JAM JAR,27,27,121,504.9700000000001,4.173305785123968
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,24,24,392,745.7600000000001,1.902448979591837
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,26,26,284,454.3199999999997,1.5997183098591539
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,11,11,253,662.87,2.6200395256916997
23025,DRAWER KNOB VINTAGE GLASS BALL,55,55,344,748.3200000000004,2.1753488372093033
23026,DRAWER KNOB VINTAGE GLASS STAR,64,64,543,1171.9200000000005,2.158232044198896
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,30,30,295,627.9500000000002,2.1286440677966105
23028,DRAWER KNOB CRACKLE GLAZE BLUE,139,139,1368,2375.4800000000005,1.736461988304094
23029,DRAWER KNOB CRACKLE GLAZE GREEN,164,164,1324,2257.72,1.705226586102719
23031,DRAWER KNOB CRACKLE GLAZE PINK,164,164,1276,2149.0000000000014,1.6841692789968663
23032,DRAWER KNOB CRACKLE GLAZE IVORY,210,210,2296,3800.880000000006,1.655435540069689
23033,DRAWER KNOB CERAMIC RED,74,74,720,1067.6000000000001,1.482777777777778
23034,DRAWER KNOB CERAMIC BLACK,89,89,985,1457.3700000000003,1.47956345177665
23035,DRAWER KNOB CERAMIC IVORY,192,192,2200,3213.039999999999,1.460472727272727
23036,T-LIGHT HOLDER SILVER PETIT FOUR ,16,16,185,233.67,1.263081081081081
23037,CANDLE HOLDER SILVER MADELINE,20,20,196,325.15999999999997,1.6589795918367345
23038,T-LIGHT HOLDER SILVER SAUCER,8,8,44,42.92,0.9754545454545455
23039,T-LIGHT HOLDER SILVER HEART HANDLE,29,29,193,388.0099999999999,2.01041450777202
23040,PAPER LANTERN 9 POINT SNOW STAR ,41,41,253,1394.0300000000004,5.510000000000002
23041,PAPER LANTERN 9 POINT SNOW STAR,54,54,248,1078.88,4.3503225806451615
23042,PAPER LANTERN 7 POINT SNOW STAR,29,29,93,645.0100000000001,6.935591397849463
23043,PAPER LANTERN 9 POINT HOLLY STAR L,23,23,81,543.51,6.71
23044,PAPER LANTERN 9 POINT HOLLY STAR S,25,25,104,435.74000000000007,4.189807692307693
23045,PAPER LANTERN 5 POINT STAR MOON ,26,26,98,414.9800000000002,4.234489795918369
23046,PAPER LANTERN 9 POINT DELUXE STAR,36,36,349,2111.49,6.050114613180515
23047,PAPER LANTERN 5 POINT SEQUIN STAR,25,25,58,333.5,5.75
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,104,104,548,2248.0199999999995,4.102226277372262
23049,RECYCLED ACAPULCO MAT RED,184,184,453,3872.090000000002,8.547660044150115
23050,RECYCLED ACAPULCO MAT GREEN,206,206,496,4278.300000000003,8.625604838709684
23051,RECYCLED ACAPULCO MAT BLUE,164,164,363,3206.990000000003,8.834683195592294
23052,RECYCLED ACAPULCO MAT TURQUOISE,278,278,653,5941.0900000000065,9.098147013782553
23053,RECYCLED ACAPULCO MAT PINK,165,165,364,3254.3200000000033,8.94043956043957
23054,RECYCLED ACAPULCO MAT LAVENDER,131,131,296,2613.180000000002,8.828310810810818
23055,IVORY CHANDELIER T-LIGHT HOLDER,39,39,226,710.71,3.1447345132743365
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,42,42,387,1057.8,2.7333333333333334
23057,BEADED CHANDELIER T-LIGHT HOLDER,47,47,343,1147.37,3.345102040816326
23058,CHRISTMAS HANGING SNOWFLAKE,48,48,490,430.85999999999996,0.8793061224489795
23060,HEART BEADED TRELLIS DECORATION,42,42,249,528.17,2.121164658634538
23061,VINTAGE EMBOSSED HEART,117,117,1030,1351.4300000000012,1.3120679611650496
23064,CINDERELLA CHANDELIER ,31,31,150,2203.5099999999998,14.690066666666665
23065,LARGE DECO JEWELLERY STAND,100,100,273,3427.4400000000005,12.554725274725277
23066,SMALL DECO JEWELLERY STAND,86,86,258,2129.5600000000004,8.254108527131784
23067,HANGING ENGRAVED METAL HEART,78,78,297,1249.109999999999,4.2057575757575725
23068,ALUMINIUM STAMPED HEART,136,136,813,1976.8900000000028,2.4315990159901633
23069,EDWARDIAN PHOTO FRAME,32,32,90,568.71,6.319000000000001
23070,EDWARDIAN HEART PHOTO FRAME,44,44,160,709.5399999999997,4.434624999999999
23071,MARIE ANTOINETTE TRINKET BOX GOLD,21,21,219,821.1,3.749315068493151
23072,MARIE ANTOINETTE TRINKET BOX SILVER,30,30,238,889.7600000000002,3.738487394957984
23073,GEORGIAN TRINKET BOX,62,62,143,1706.5,11.933566433566433
23074,EMBOSSED HEART TRINKET BOX,49,49,244,543.1099999999999,2.2258606557377045
23075,PARLOUR CERAMIC WALL HOOK,86,86,443,1839.9499999999991,4.153386004514671
23076,ICE CREAM SUNDAE LIP GLOSS,273,273,8072,9930.759999999987,1.2302725470763116
23077,DOUGHNUT LIP GLOSS ,340,340,10355,13645.769999999984,1.3177952679864784
23078,ICE CREAM PEN LIP GLOSS ,257,257,6783,8493.33999999998,1.2521509656494147
23079,TOADSTOOL BEDSIDE LIGHT ,111,111,239,2118.050000000003,8.862133891213402
23080,RED METAL BOX TOP SECRET,260,260,1068,9068.119999999995,8.490749063670407
23081,GREEN METAL BOX ARMY SUPPLIES,142,142,478,3997.000000000002,8.361924686192472
23082,SET 6 PAPER TABLE LANTERN HEARTS ,296,296,2305,8474.349999999993,3.6765075921908865
23083,SET 6 PAPER TABLE LANTERN STARS ,248,248,1870,7040.480000000003,3.7649625668449214
23084,RABBIT NIGHT LIGHT,995,995,30680,66756.59000000014,2.175899282920474
23085,ANTIQUE SILVER BAUBLE LAMP  ,81,81,368,3506.479999999999,9.528478260869562
23086,ZINC  STAR T-LIGHT HOLDER ,48,48,1212,1435.1800000000003,1.1841419141914193
23087,ZINC  HEART T-LIGHT HOLDER,70,70,853,1071.9100000000008,1.256635404454866
23088,ZINC HEART FLOWER T-LIGHT HOLDER,79,79,795,1033.2800000000002,1.299723270440252
23089,GLASS BON BON JAR,230,230,2340,4192.079999999998,1.7914871794871787
23090,VINTAGE GLASS T-LIGHT HOLDER,148,148,2229,1863.390000000003,0.835975773889638
23091,ZINC HERB GARDEN CONTAINER,210,210,584,3681.3200000000006,6.303630136986302
23092,LARGE ANTIQUE WHITE PHOTO FRAME,141,141,515,3695.830000000002,7.176368932038839
23093,SMALL PARISIENNE HEART PHOTO FRAME ,143,143,938,2236.7500000000036,2.384594882729215
23094,LE GRAND TRAY CHIC SET,79,79,150,1899.92,12.666133333333335
23096,PETIT TRAY CHIC,145,145,1047,1759.7899999999975,1.6807927411652315
23099,FRENCH CARRIAGE LANTERN,60,60,129,872.1499999999996,6.760852713178291
23100,SILVER BELLS TABLE DECORATION,257,257,2168,2741.880000000002,1.2647047970479715
23101,SILVER STARS TABLE DECORATION,212,212,2037,1744.6100000000038,0.8564604810996582
23102,SILVER HEARTS TABLE DECORATION,157,157,1288,1086.6500000000021,0.8436723602484488
23103,JINGLE BELL HEART DECORATION,366,366,4052,6813.160000000001,1.6814313919052322
23104,IVORY CAFE HANGING LAMP ,46,46,118,1405.42,11.910338983050847
23106,ZINC HEARTS PLANT POT HOLDER,54,54,279,780.9099999999995,2.798960573476701
23107,WHITE HEARTS WIRE PLANT POT HOLDER,73,73,359,1009.5099999999994,2.812005571030639
23108,SET OF 10 LED DOLLY LIGHTS,380,380,2157,12985.419999999993,6.020129809921183
23109,PACK OF SIX LED TEA LIGHTS,266,266,2305,6639.330000000015,2.8804034707158417
23110,PARISIENNE KEY CABINET ,282,282,651,3865.430000000001,5.937680491551461
23111,PARISIENNE SEWING BOX,151,151,288,3556.04,12.34736111111111
23112,PARISIENNE CURIO CABINET,257,257,514,4274.730000000002,8.316595330739304
23113,PANTRY CHOPPING BOARD,62,62,208,1065.440000000001,5.122307692307697
23114,VINTAGE LEAF CHOPPING BOARD  ,46,46,146,723.1000000000005,4.9527397260274
23115,RED APPLES CHOPPING BOARD   ,45,45,155,785.1700000000002,5.065612903225808
23116,VEGETABLE GARDEN CHOPPING BOARD,22,22,78,392.34,5.029999999999999
23117,POPPY FIELDS CHOPPING BOARD,46,46,92,496.2799999999999,5.394347826086956
23118,PARISIENNE JEWELLERY DRAWER ,271,271,789,5922.180000000001,7.505931558935362
23119,PACK OF 6 LARGE FRUIT STRAWS ,152,152,2247,1380.0000000000027,0.6141522029372509
23120,PACK OF 6 SMALL FRUIT STRAWS,102,102,1644,665.1699999999994,0.40460462287104587
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,111,111,2506,1002.540000000001,0.4000558659217881
23122,PARTY CHARMS 50 PIECES,135,135,2250,1725.260000000004,0.766782222222224
23123,COCKTAIL SWORDS 50 PIECES,97,97,930,755.4199999999997,0.8122795698924729
23124,18PC WOODEN CUTLERY SET DISPOSABLE,43,43,567,751.3800000000002,1.3251851851851857
23125,6PC WOOD PLATE SET DISPOSABLE,38,38,459,574.8800000000001,1.2524618736383444
23126,FELTCRAFT GIRL AMELIE KIT,293,293,1098,5477.589999999996,4.988697632058284
23127,FELTCRAFT GIRL NICOLE KIT,195,195,724,3699.599999999999,5.109944751381214
23128,FELTCRAFT BOY JEAN-PAUL KIT,140,140,446,2248.7600000000016,5.042062780269061
23129,HEART SHAPED HOLLY WREATH,173,173,949,3995.349999999998,4.210063224446784
23130,MISTLETOE HEART WREATH GREEN,186,186,953,3951.629999999999,4.146516264428121
23131,MISTLETOE HEART WREATH CREAM,115,115,937,3815.2300000000027,4.071750266808968
23132,SMALL IVORY HEART WALL ORGANISER,154,154,1030,5196.1,5.044757281553398
23133,LARGE IVORY HEART WALL ORGANISER,154,154,781,5517.150000000002,7.064212548015368
23134,LARGE ZINC HEART WALL ORGANISER,36,36,1065,6431.109999999999,6.038600938967135
23135,SMALL ZINC HEART WALL ORGANISER,43,43,1541,5416.18,3.5147177157689815
23136,IVORY WIRE SWEETHEART LETTER TRAY,49,49,135,511.88999999999993,3.7917777777777775
23137,ZINC WIRE SWEETHEART LETTER TRAY,23,23,83,275.61999999999995,3.3207228915662643
23138,SINGLE WIRE HOOK IVORY HEART,81,81,872,1221.3600000000001,1.4006422018348625
23139,SINGLE WIRE HOOK PINK HEART,26,26,403,512.75,1.272332506203474
23140,TRIPLE WIRE HOOK IVORY HEART,51,51,170,716.2999999999995,4.213529411764703
23141,TRIPLE WIRE HOOK PINK HEART,25,25,79,272.9100000000001,3.4545569620253174
23142,IVORY WIRE KITCHEN ORGANISER,42,42,119,1201.27,10.09470588235294
23143,ZINC WIRE KITCHEN ORGANISER,16,16,30,239.97,7.999
23144,ZINC T-LIGHT HOLDER STARS SMALL,276,276,5045,4161.310000000007,0.8248384539147684
23145,ZINC T-LIGHT HOLDER STAR LARGE,171,171,2073,1969.0300000000038,0.9498456343463598
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,247,247,751,2491.0299999999993,3.316950732356857
23147,SINGLE ANTIQUE ROSE HOOK IVORY,266,266,1855,2733.3500000000035,1.4735040431266866
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,253,253,2131,1809.6700000000044,0.849211637728768
23149,ANTIQUE IVORY WIRE BOWL SMALL,23,23,88,224.06,2.546136363636364
23150,IVORY SWEETHEART SOAP DISH,50,50,147,388.25999999999993,2.641224489795918
23151,ZINC SWEETHEART SOAP DISH,21,21,62,116.81999999999996,1.8841935483870962
23152,IVORY SWEETHEART WIRE LETTER RACK ,162,162,551,2069.4,3.755716878402904
23153,ZINC SWEETHEART WIRE LETTER RACK,91,91,259,1005.6900000000004,3.8829729729729743
23154,SET OF 4 JAM JAR MAGNETS,234,234,2671,5780.479999999996,2.16416323474354
23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,147,147,2064,1785.0200000000007,0.8648352713178298
23156,SET OF 5 MINI GROCERY MAGNETS,207,207,1648,3387.929999999997,2.0557827669902897
23157,SET OF 6 NATIVITY MAGNETS ,162,162,2330,4726.100000000002,2.028369098712447
23158,SET OF 5 LUCKY CAT MAGNETS ,257,257,2575,5393.190000000009,2.0944427184466052
23159,SET OF 5 PANCAKE DAY MAGNETS,223,223,2296,4719.76,2.055644599303136
23160,REGENCY TEA SPOON,77,77,1456,1801.9800000000007,1.2376236263736269
23161,REGENCY CAKE FORK,98,98,1703,2130.3000000000015,1.2509101585437472
23162,REGENCY TEA STRAINER,174,174,1412,5143.690000000002,3.642839943342778
23163,REGENCY SUGAR TONGS,208,208,1777,4400.820000000006,2.4765447383230197
23164,REGENCY CAKE SLICE,93,93,577,2713.7000000000016,4.703119584055462
23165,LARGE CERAMIC TOP STORAGE JAR,290,290,3016,4993.160000000002,1.6555570291777193
23166,MEDIUM CERAMIC TOP STORAGE JAR,246,246,3539,4221.280000000004,1.1927889234246976
23167,SMALL CERAMIC TOP STORAGE JAR ,238,238,5322,4110.820000000006,0.7724201428034585
23168,CLASSIC CAFE SUGAR DISPENSER,352,352,3238,4494.310000000003,1.3879894996911684
23169,CLASSIC GLASS COOKIE JAR,344,344,1465,6291.989999999988,4.29487372013651
23170,REGENCY TEA PLATE ROSES ,448,448,6151,10070.750000000071,1.637254105023585
23171,REGENCY TEA PLATE GREEN ,380,380,6150,9905.740000000065,1.6106894308943196
23172,REGENCY TEA PLATE PINK,309,309,3769,6206.61000000001,1.6467524542318943
23173,REGENCY TEAPOT ROSES ,423,423,2718,24482.52999999992,9.007553348050006
23174,REGENCY SUGAR BOWL GREEN,331,331,2969,12005.530000000033,4.043627484001359
23175,REGENCY MILK JUG PINK ,336,336,3084,9374.649999999963,3.0397697795071217
23176,ABC TREASURE BOOK BOX ,235,235,2122,4596.329999999996,2.1660367577756814
23177,TREASURE ISLAND BOOK BOX,271,271,2515,5483.039999999995,2.1801351888667972
23178,JAM CLOCK MAGNET,71,71,325,929.4699999999997,2.8599076923076914
23179,CLOCK MAGNET MUM'S KITCHEN,53,53,324,930.4799999999999,2.8718518518518517
23180,MUM'S KITCHEN CLOCK,50,50,121,616.1399999999996,5.092066115702476
23181,BULL DOG BOTTLE TOP WALL CLOCK,85,85,197,1700.570000000001,8.632335025380716
23182,TOILET SIGN OCCUPIED OR VACANT,437,437,3763,3706.470000000007,0.9849774116396511
23183,MOTHER'S KITCHEN SPOON REST ,87,87,218,937.1700000000005,4.298944954128443
23184,BULL DOG BOTTLE OPENER,264,264,861,4700.149999999996,5.45894308943089
23185,FRENCH STYLE STORAGE JAR JAM,31,31,322,116.29999999999997,0.3611801242236024
23186,FRENCH STYLE STORAGE JAR CAFE ,70,70,1970,810.2200000000001,0.411279187817259
23187,FRENCH STYLE STORAGE JAR BONBONS,75,75,2301,678.57,0.2949022164276402
23188,VINTAGE  2 METER FOLDING RULER,335,335,3459,6427.970000000004,1.8583318878288535
23189,SET OF 12 FORK CANDLES,141,141,1248,3504.619999999998,2.808189102564101
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,200,200,1700,2758.600000000004,1.6227058823529434
23191,BUNDLE OF 3 RETRO NOTE BOOKS,280,280,2215,3651.9900000000052,1.6487539503386028
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,344,344,3530,6137.340000000005,1.7386232294617576
23193,BUFFALO BILL TREASURE BOOK BOX,181,181,1910,4052.279999999997,2.1216125654450244
23194,GYMKHANA TREASURE BOOK BOX,222,222,1802,4003.1199999999963,2.2214872364039935
23196,VINTAGE LEAF MAGNETIC NOTEPAD,295,295,1863,2829.189999999997,1.5186205045625318
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,254,254,1467,2287.550000000001,1.5593387866394008
23198,PANTRY MAGNETIC  SHOPPING LIST,484,484,3282,4975.599999999997,1.516026812918951
23199,JUMBO BAG APPLES,980,980,14197,29166.39999999998,2.0544058603930395
23200,JUMBO BAG PEARS,597,597,6937,13953.649999999898,2.0114819086060107
23201,JUMBO BAG ALPHABET,902,902,12785,26814.149999999936,2.09731325772389
23202,JUMBO BAG VINTAGE LEAF,874,874,10720,21410.349999999937,1.9972341417910389
23203,JUMBO BAG VINTAGE DOILY ,1233,1233,19913,40991.37999999984,2.0585235775623882
23204,CHARLOTTE BAG APPLES DESIGN,582,582,7790,7603.600000000021,0.9760718870346625
23205,CHARLOTTE BAG VINTAGE ALPHABET ,467,467,5668,5587.83000000001,0.9858556810162332
23206,LUNCH BAG APPLE DESIGN,1039,1039,12124,20814.829999999994,1.7168286044209826
23207,LUNCH BAG ALPHABET DESIGN,744,744,7403,12700.599999999922,1.7156017830609107
23208,LUNCH BAG VINTAGE LEAF DESIGN,667,667,6269,10388.159999999942,1.6570681129366631
23209,LUNCH BAG VINTAGE DOILY ,1101,1101,13149,21384.370000000035,1.6263115065784497
23210,WHITE ROCKING HORSE HAND PAINTED,193,193,2702,3398.020000000002,1.2575943745373803
23211,RED ROCKING HORSE HAND PAINTED,161,161,2307,2903.0700000000024,1.2583745123537071
23212,HEART WREATH DECORATION WITH BELL,187,187,2240,2790.890000000002,1.2459330357142866
23213,STAR WREATH DECORATION WITH BELL,153,153,1671,2124.6700000000014,1.2714961101137052
23214,JINGLE BELL HEART ANTIQUE GOLD,103,103,794,1705.440000000002,2.147909319899247
23215,JINGLE BELL HEART ANTIQUE SILVER,210,210,3447,6829.839999999995,1.9813867130838394
23216,LAUREL HEART ANTIQUE GOLD,44,44,525,630.7300000000001,1.2013904761904763
23217,LAUREL HEART ANTIQUE SILVER,97,97,1309,1613.8200000000004,1.2328647822765473
23218,LAUREL STAR ANTIQUE GOLD,40,40,379,483.0299999999999,1.2744854881266487
23219,LAUREL STAR ANTIQUE SILVER ,61,61,430,568.5999999999999,1.3223255813953487
23220,REINDEER HEART DECORATION GOLD,104,104,982,860.0199999999995,0.8757841140529526
23221,REINDEER HEART DECORATION SILVER,147,147,1479,1315.7300000000023,0.8896078431372565
23222,CHRISTMAS TREE HANGING GOLD,77,77,775,698.61,0.9014322580645161
23223,CHRISTMAS TREE HANGING SILVER ,89,89,791,741.8899999999996,0.9379140328697846
23224,CHERUB HEART DECORATION GOLD,73,73,724,637.3999999999997,0.8803867403314913
23225,CHERUB HEART DECORATION SILVER ,91,91,1272,1107.2800000000025,0.87050314465409
23226,FILIGREE HEART DAISY WHITE,96,96,1199,1536.6700000000017,1.2816263552960814
23227,FILIGREE HEART BUTTERFLY WHITE ,119,119,1636,2062.5600000000013,1.2607334963325192
23228,FILIGREE HEART BIRD WHITE ,126,126,1348,1810.2400000000018,1.3429080118694376
23229,VINTAGE DONKEY TAIL GAME ,256,256,1858,6698.820000000002,3.6053928955866534
23230,WRAP ALPHABET DESIGN,231,231,7926,3196.92,0.4033459500378501
23231,WRAP DOILEY DESIGN,260,260,7277,3008.34,0.41340387522330635
23232,WRAP VINTAGE LEAF DESIGN,237,237,8575,3457.5,0.4032069970845481
23233,WRAP POPPIES  DESIGN,159,159,5150,2095.0,0.40679611650485437
23234,BISCUIT TIN VINTAGE CHRISTMAS,282,282,1709,5042.210000000007,2.950386190754832
23235,STORAGE TIN VINTAGE LEAF,110,110,725,1917.2299999999982,2.6444551724137906
23236,STORAGE TIN VINTAGE DOILY ,342,342,2476,7010.840000000018,2.8315185783521883
23237,SET OF 4 KNICK KNACK TINS LEAF,182,182,1037,4209.19000000001,4.059006750241089
23238,SET OF 4 KNICK KNACK TINS LONDON ,274,274,1846,7759.959999999978,4.203661971830974
23239,SET OF 4 KNICK KNACK TINS POPPIES,186,186,825,3283.690000000008,3.9802303030303126
23240,SET OF 4 KNICK KNACK TINS DOILY ,546,546,4136,16830.81999999994,4.069347195357819
23241,TREASURE TIN GYMKHANA DESIGN,364,364,2177,4694.510000000007,2.1564124942581566
23242,TREASURE TIN BUFFALO BILL ,214,214,1449,2980.9500000000044,2.057246376811597
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,498,498,4688,22968.62000000007,4.899449658703087
23244,ROUND STORAGE TIN VINTAGE LEAF,115,115,927,1717.0300000000027,1.8522437971952563
23245,SET OF 3 REGENCY CAKE TINS,900,900,6267,30756.449999999983,4.907683101962658
23247,BISCUIT TIN 50'S CHRISTMAS,313,313,2160,6597.3900000000185,3.0543472222222308
23249,VINTAGE RED ENAMEL TRIM PLATE,86,86,799,1358.1899999999994,1.6998623279098866
23250,VINTAGE RED TRIM ENAMEL BOWL ,116,116,1058,1389.23,1.3130718336483933
23251,VINTAGE RED ENAMEL TRIM MUG ,125,125,1655,2034.5000000000002,1.2293051359516618
23252,VINTAGE RED ENAMEL TRIM JUG ,144,144,574,2152.8600000000006,3.7506271777003493
23253,16 PIECE CUTLERY SET PANTRY DESIGN,72,72,256,3816.960000000002,14.910000000000007
23254,CHILDRENS CUTLERY DOLLY GIRL ,302,302,1690,6849.1600000000035,4.052757396449707
23255,CHILDRENS CUTLERY CIRCUS PARADE,159,159,1006,4064.0199999999954,4.039781312127232
23256,CHILDRENS CUTLERY SPACEBOY ,372,372,2027,8337.370000000012,4.113157375431678
23263,SET OF 3 WOODEN HEART DECORATIONS,447,447,3846,5125.940000000005,1.3327977119084777
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,298,298,1965,2693.310000000003,1.3706412213740473
23265,SET OF 3 WOODEN TREE DECORATIONS,291,291,1769,2404.7900000000027,1.3594064443188256
23266,SET OF 3 WOODEN STOCKING DECORATION,318,318,2052,2742.5700000000024,1.3365350877192994
23267,SET OF 4 SANTA PLACE SETTINGS,109,109,1154,1471.950000000001,1.2755199306759106
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,88,88,1628,2002.190000000003,1.2298464373464393
23269,SET OF 2 CERAMIC CHRISTMAS TREES,94,94,786,1163.1300000000008,1.4798091603053445
23270,SET OF 2 CERAMIC PAINTED HEARTS ,126,126,1273,1650.6700000000035,1.2966771406127287
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,104,104,1734,1499.3799999999992,0.8646943483275659
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,44,44,364,562.22,1.5445604395604395
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,116,116,965,1642.449999999998,1.702020725388599
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,122,122,1180,2004.9999999999975,1.6991525423728793
23275,SET OF 3 HANGING OWLS OLLIE BEAK,325,325,3672,4462.560000000003,1.2152941176470597
23280,FOLDING BUTTERFLY MIRROR HOT PINK ,157,157,2022,1613.3300000000015,0.7978882294757673
23281,FOLDING BUTTERFLY MIRROR RED  ,101,101,1280,1000.8200000000013,0.7818906250000011
23282,FOLDING BUTTERFLY MIRROR IVORY ,134,134,812,757.8600000000012,0.9333251231527108
23283,DOORMAT VINTAGE LEAF,231,231,987,6945.929999999997,7.037416413373856
23284,DOORMAT KEEP CALM AND COME IN,717,717,5266,36565.39000000007,6.9436745157615025
23285,PINK VINTAGE SPOT BEAKER,191,191,4805,4570.71000000001,0.9512403746097836
23286,BLUE VINTAGE SPOT BEAKER,223,223,4999,4705.9700000000075,0.9413822764552926
23287,RED VINTAGE SPOT BEAKER,199,199,1840,1570.2400000000018,0.8533913043478271
23288,GREEN VINTAGE SPOT BEAKER,189,189,4607,4429.060000000006,0.9613761667028448
23289,DOLLY GIRL CHILDRENS BOWL,195,195,1610,1998.700000000002,1.2414285714285727
23290,SPACEBOY CHILDRENS BOWL,216,216,2427,2886.6000000000013,1.1893695920889993
23291,DOLLY GIRL CHILDRENS CUP,196,196,1625,2047.7800000000016,1.2601723076923086
23292,SPACEBOY CHILDRENS CUP,226,226,2161,2678.3300000000027,1.2393937991670536
23293,SET OF 12 FAIRY CAKE BAKING CASES,551,551,8454,6975.430000000021,0.8251040927371683
23294,SET OF 6 SNACK LOAF BAKING CASES,354,354,4407,3620.259999999999,0.8214794644883138
23295,SET OF 12 MINI LOAF BAKING CASES,444,444,6127,5067.640000000002,0.8270997225395793
23296,SET OF 6 TEA TIME BAKING CASES,376,376,4954,5954.2999999999965,1.2019176423092444
23297,SET 40 HEART SHAPE PETIT FOUR CASES,159,159,4277,6749.329999999992,1.5780523731587541
23298,SPOTTY BUNTING,1153,1153,8364,42700.019999999975,5.10521520803443
23299,FOOD COVER WITH BEADS SET 2 ,148,148,1007,3754.130000000001,3.72803376365442
23300,GARDENERS KNEELING PAD CUP OF TEA ,756,756,6675,11584.09000000005,1.7354441947565618
23301,GARDENERS KNEELING PAD KEEP CALM ,912,912,8711,16188.15000000001,1.8583572494547136
23302,KNEELING MAT HOUSEWORK  DESIGN,235,235,1508,2140.379999999998,1.4193501326259932
23303,SET 4 PICNIC CUTLERY FONDANT,6,6,65,126.75,1.95
23304,SET 4 PICNIC CUTLERY CHERRY ,9,9,71,138.45,1.9499999999999997
23305,SET 4 PICNIC CUTLERY BLUEBERRY,9,9,82,159.90000000000003,1.9500000000000004
23306,SET OF 36 DOILIES PANTRY DESIGN,277,277,2801,4113.230000000013,1.468486254908966
23307,SET OF 60 PANTRY DESIGN CAKE CASES ,624,624,11975,6331.189999999982,0.5287006263048002
